normalized_url,page_type,matched_botify,keyword_rows,distinct_ranking_keywords,current_ranked_keywords,lost_or_unranked_keywords,avg_current_rank,top3_keywords,top10_keywords,top20_keywords,top50_keywords,top100_keywords,ranking_keyword_score,keywords_not_top10,quick_win_11_20_keywords,striking_distance_21_50_keywords,botify_audience_keywords_to_90pct,ranking_potential_score,main_keyword,title_matches_main_keyword,meta_matches_main_keyword,h1_matches_main_keyword,url_matches_main_keyword,keyword_groups_top
https://www.chewy.com/apoquel-oclacitinib-tablets-dogs/dp/1094110,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,41.0,53.3,reviews of apoquel,partial,partial,weak,weak,Brand Reviews OP27
https://www.chewy.com/apoquel-oclacitinib-tablets-dogs/dp/173047,PDP,True,4,4,4,0,9.0,0,3,4,4,4,82.2,1,1,0,11.0,22.1,reviews of apoquel,partial,partial,weak,weak,Brand Reviews OP27
https://www.chewy.com/apoquel-oclacitinib-tablets-dogs/product-reviews/173044,Other,False,4,4,4,0,12.75,1,2,3,4,4,73.8,2,1,1,,33.8,apoquel reviews,,,,,Brand Reviews OP27
https://www.chewy.com/app/account,Other,False,17,17,17,0,1.0,17,17,17,17,17,100,0,0,0,,0.0,chewy log in,,,,,Chewy Login; 1 - Chewy Branded KWs; Customer Help Center - Focused Keywords
https://www.chewy.com/app/account/orderhistory,Other,False,7,7,5,2,1.0,5,5,5,5,5,71.4,2,0,0,,15.7,chewy.com my order history,,,,,Customer Help Center; Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs
https://www.chewy.com/app/account/privacy,Other,False,1,1,1,0,1.0,1,1,1,1,1,100,0,0,0,,0.0,sitewwwchewycom,,,,,N/A
https://www.chewy.com/app/cart,Other,False,122,118,120,2,12.57,17,53,103,120,120,71.8,69,50,17,,40.0,chewy com my order,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs; Chewy Login; Customer Help Center; N/A
https://www.chewy.com/app/content/about-us,Other,False,152,145,141,11,14.45,0,51,113,141,141,63.3,101,62,28,,45.6,chewy log in,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs; Customer Help Center; Chewy Login; N/A
https://www.chewy.com/app/content/accessibility-information,Other,False,48,44,11,37,19.27,0,0,8,11,11,13.2,48,8,3,,58.6,chewy customer service,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs
https://www.chewy.com/app/content/affiliate,Other,False,1,1,1,0,1.0,1,1,1,1,1,100,0,0,0,,0.0,chewy refer a friend,,,,,N/A
https://www.chewy.com/app/content/ans-terms,Other,False,59,58,46,13,11.2,10,30,34,46,46,60.2,29,4,12,,29.4,when will my payment method be charged for chewy's autoship?,,,,,Customer Help Center - Focused Keywords; Customer Help Center; All PLP Rankings; 1 - Chewy Branded KWs
https://www.chewy.com/app/content/chewy-app,Other,False,66,64,60,6,18.97,1,3,37,60,60,51.6,63,34,23,,64.5,chewy app,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs; Chewy Login; Customer Help Center
https://www.chewy.com/app/content/chewy-claus-terms-and-conditions,Other,False,4,4,3,1,6.67,1,2,3,3,3,62.8,2,1,0,,32.5,chewy claus,,,,,N/A
https://www.chewy.com/app/content/faqs,Other,False,110,107,110,0,8.04,51,77,101,110,110,84.6,33,24,9,,21.3,chewy customer service,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs; Customer Help Center
https://www.chewy.com/app/content/gift-cards-terms,Other,False,26,25,25,1,9.24,10,16,20,25,25,77.0,10,4,5,,25.2,what if my chewy egift card doesn't cover the full amount of my order?,,,,,Customer Help Center; Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs
https://www.chewy.com/app/content/membership-terms,Other,False,65,62,36,29,21.25,0,4,14,36,36,29.9,61,10,22,,56.4,chewys phone number,,,,,Customer Help Center - Focused Keywords; Customer Help Center; 1 - Chewy Branded KWs
https://www.chewy.com/app/content/opt-out-personal-information,Other,False,24,24,2,22,28.0,0,0,0,2,2,3.6,24,0,2,,55.4,chewys phone number,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs
https://www.chewy.com/app/content/our-team,Other,False,1,1,1,0,27.0,0,0,0,1,1,43.8,1,0,1,,60.0,shop woman owned brands at chewy,,,,,All PLP Rankings
https://www.chewy.com/app/content/privacy,Other,False,79,78,74,5,6.65,12,67,73,74,74,82.3,12,6,1,,9.9,chewy phone number to order,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs; Customer Help Center
https://www.chewy.com/app/content/promotional-offers-terms,Other,False,10,10,7,3,20.71,0,0,4,7,7,38.1,10,4,3,,64.5,chewy coupon promo,,,,,Savings - Promos - Chewy Brand; Customer Help Center; Customer Help Center - Focused Keywords; Savings - Coupons - Chewy Brand; 1 - Chewy Branded KWs
https://www.chewy.com/app/content/reviews-q-a-terms,Other,False,2,2,2,0,20.0,0,0,1,2,2,53.1,2,1,1,,67.5,chewy faq,,,,,Customer Help Center; Customer Help Center - Focused Keywords
https://www.chewy.com/app/content/sms-policy,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,chewy phone number to order,,,,,Customer Help Center - Focused Keywords
https://www.chewy.com/app/content/supplemental-privacy-notice,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,chewy phone number to order,,,,,Customer Help Center - Focused Keywords
https://www.chewy.com/app/content/terms,Other,False,36,36,27,9,19.07,2,5,13,27,27,43.9,31,8,14,,53.8,does chewy charge sales tax?,,,,,Customer Help Center - Focused Keywords; Customer Help Center; 1 - Chewy Branded KWs
https://www.chewy.com/app/login,Other,False,3,3,3,0,2.33,2,3,3,3,3,96.2,0,0,0,,0.0,chewy login,,,,,1 - Chewy Branded KWs; Chewy Login; Customer Help Center - Focused Keywords; Customer Help Center
https://www.chewy.com/app/membership/sign-up,Other,False,79,77,57,22,17.18,8,12,33,57,57,44.5,67,21,24,,53.5,chewy subscription,,,,,Customer Help Center - Focused Keywords; 1 - Chewy Branded KWs; Chewy Login; Customer Help Center; N/A
https://www.chewy.com/app/subs,Other,False,13,13,3,10,1.0,3,3,3,3,3,23.1,10,0,0,,42.3,chewy cancel autoship,,,,,Customer Help Center - Focused Keywords; Customer Help Center
https://www.chewy.com/app/write-review,Other,False,1,1,1,0,5.0,0,1,1,1,1,88.8,0,0,0,,0.0,review chewy.com,,,,,N/A
https://www.chewy.com/applaws-adult-complete-chicken-recipe/dp/580630,PDP,True,1,1,1,0,7.0,0,1,1,1,1,88.8,0,0,0,1.0,2.2,applaws dry food,full,full,full,weak,Brands Pages
https://www.chewy.com/applaws-adult-complete-whitefish/dp/312830,PDP,True,1,1,1,0,6.0,0,1,1,1,1,88.8,0,0,0,1.0,2.2,applaws dry cat food,full,full,full,weak,HVF Pages
https://www.chewy.com/applaws-chicken-puree-lickable-cat/dp/1380214,PDP,True,1,1,1,0,9.0,0,1,1,1,1,88.8,0,0,0,1.0,2.2,applaws cat treats,full,full,full,partial,HVF Pages
https://www.chewy.com/applaws-chicken-salmon-soft-chewy-cat/dp/1380206,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,applaws cat treats,full,full,full,partial,HVF Pages
https://www.chewy.com/applaws-complete-chicken-recipe/dp/914430,PDP,True,1,1,1,0,6.0,0,1,1,1,1,88.8,0,0,0,1.0,2.2,applaws kitten food,partial,partial,full,weak,HVF Pages
https://www.chewy.com/applaws-selection-in-gravy-variety/product-reviews/1716390,Other,False,2,2,2,0,17.0,0,0,2,2,2,62.5,2,2,0,,75.0,applaws cat food reviews,,,,,Brand Reviews OP27; N/A
https://www.chewy.com/applaws-taste-toppers-gravy-selection/dp/836966,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,applaws for dogs,partial,partial,full,partial,Brands Pages
https://www.chewy.com/applaws-vitality-chicken-breast/dp/1443486,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,2.0,44.8,applaws pate cat food,full,full,full,weak,HVF Pages
https://www.chewy.com/applaws-vitality-fish-pate-selection/product-reviews/1443558,Other,False,4,4,3,1,5.67,0,3,3,3,3,66.6,1,0,0,,13.8,applaws cat food reviews,,,,,Brand Reviews OP27; HVF Pages; N/A
https://www.chewy.com/aqua-natural-betta-world-diamond/dp/1369622,PDP,True,2,2,2,0,18.5,0,0,1,2,2,53.1,2,1,1,1.0,52.9,best aquarium gravel for betta fish,partial,partial,partial,weak,Best of OPPORTUNITY
https://www.chewy.com/aqua-natural-diamond-black-aquarium/dp/1050182,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,best black gravel for aquarium,full,full,full,partial,Best of OPPORTUNITY
https://www.chewy.com/aquaculture-one-african-community/dp/1790934,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,aquaculture-one,full,full,full,full,HV Brands Pages
https://www.chewy.com/aquaculture-one-african-community/product-reviews/1790878,Other,False,1,1,1,0,23.0,0,0,0,1,1,43.8,1,0,1,,60.0,aquaculture-one,,,,,HV Brands Pages
https://www.chewy.com/aquaculture-one-marine-sinking/dp/1394358,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,aquaculture-one,full,full,full,full,HV Brands Pages
https://www.chewy.com/aquaculture-one-nano-care-guppycare/dp/1790830,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,aquaculture-one,full,full,full,full,HV Brands Pages
https://www.chewy.com/aquaculture-one-nano-care-invertcare/dp/1790798,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,aquaculture-one,full,full,full,full,HV Brands Pages
https://www.chewy.com/aquaculture-one-nano-care-microcare/dp/1790742,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,aquaculture-one,full,full,full,full,HV Brands Pages
https://www.chewy.com/aquaculture-one-performance-shrimp/dp/1394462,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,aquaculture-one,full,full,full,full,HV Brands Pages
https://www.chewy.com/aquapaw-pet-bathing-tool/product-reviews/174125,Other,False,1,1,1,0,9.0,0,1,1,1,1,88.8,0,0,0,,0.0,aquapaw,,,,,Brands Pages
https://www.chewy.com/aquasprouts-garden-self-sustaining/dp/341674,PDP,True,1,1,1,0,26.0,0,0,0,1,1,43.8,1,0,1,1.0,47.2,aquasprouts,full,full,full,full,HV Brands Pages
https://www.chewy.com/aquatop-floating-glass-thermometer/dp/554718,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,aquatop aquarium heaters thermometers,fail,fail,partial,partial,HVF Pages
https://www.chewy.com/aquatop-submersible-glass-aquarium/product-reviews/168636,Other,False,1,1,1,0,9.0,0,1,1,1,1,88.8,0,0,0,,0.0,aquatop aquarium heaters thermometers,,,,,HVF Pages
https://www.chewy.com/aqueon-aquarium-water-changer/dp/128937,PDP,True,1,1,1,0,18.0,0,0,1,1,1,62.5,1,1,0,1.0,58.5,aquarium water changer,full,full,full,full,Topical Analysis - OP FY26
https://www.chewy.com/aqueon-betta-fish-food/dp/124475,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,best betta fish food pellets,full,full,full,partial,Best of OPPORTUNITY
https://www.chewy.com/aqueon-betta-fish-food/product-reviews/124474,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,aqueon betta food,,,,,HVF Pages
https://www.chewy.com/aqueon-color-enhancing-betta-fish/dp/184959,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,best food for betta fish color,full,full,full,partial,Best of OPPORTUNITY
https://www.chewy.com/aqueon-filter-media-carbon-media-fish/product-reviews/873046,Other,False,1,1,1,0,31.0,0,0,0,1,1,43.8,1,0,1,,60.0,aqueon fish tank filters media,,,,,HVF Pages
https://www.chewy.com/aqueon-fish-aquarium-essentials-kit/dp/1364270,PDP,True,1,1,1,0,14.0,0,0,1,1,1,62.5,1,1,0,1.0,58.5,aqueon fish supplies,partial,partial,partial,partial,HVF Pages
https://www.chewy.com/aqueon-led-aquarium-light-fixture/dp/167128,PDP,True,1,1,1,0,12.0,0,0,1,1,1,62.5,1,1,0,1.0,58.5,aqueon aquarium light fixtures,partial,partial,full,full,HVF Pages
https://www.chewy.com/aqueon-led-aquarium-starter-kit-20/dp/258121,PDP,True,1,1,1,0,15.0,0,0,1,1,1,62.5,1,1,0,2.0,59.8,aqueon fish aquariums starter kits,partial,fail,partial,partial,HVF Pages
https://www.chewy.com/aqueon-mini-aquarium-heater-2-gal/dp/185943,PDP,True,2,2,1,1,20.0,0,0,1,1,1,31.2,2,1,0,1.0,51.0,aqueon aquarium heaters,partial,partial,full,full,HVF Pages; Best of OPPORTUNITY
https://www.chewy.com/aqueon-optibright-led-aquarium-light/product-questions/206061,Other,False,1,1,1,0,27.0,0,0,0,1,1,43.8,1,0,1,,60.0,aqueon aquarium light fixtures,,,,,HVF Pages
https://www.chewy.com/aqueon-pro-aquarium-heater/dp/185000,PDP,True,1,1,1,0,12.0,0,0,1,1,1,62.5,1,1,0,1.0,58.5,best aquarium heater for 75 gallon tank,partial,partial,partial,partial,Best of OPPORTUNITY
https://www.chewy.com/aqueon-quietflow-30-series-aquarium/dp/268683,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,best filter for 30 gallon aquarium,partial,partial,partial,weak,Best of OPPORTUNITY
https://www.chewy.com/aqueon-siphon-vacuum-priming-bulb/dp/128933,PDP,True,1,1,1,0,8.0,0,1,1,1,1,88.8,0,0,0,3.0,4.5,aqueon fish tank cleaner,partial,partial,partial,weak,HVF Pages
https://www.chewy.com/arava-dead-sea-pet-spa-aromatherapy/product-reviews/199155,Other,False,1,1,1,0,5.0,0,1,1,1,1,88.8,0,0,0,,0.0,arava dead sea pet spa,,,,,HV Brands Pages
https://www.chewy.com/arava-dead-sea-pet-spa-dog-cat-eye/product-reviews/199157,Other,False,1,1,1,0,14.0,0,0,1,1,1,62.5,1,1,0,,75.0,arava dead sea pet spa,,,,,HV Brands Pages
https://www.chewy.com/arava-dead-sea-pet-spa-flea-ticks/product-reviews/215188,Other,False,1,1,1,0,17.0,0,0,1,1,1,62.5,1,1,0,,75.0,arava dead sea pet spa,,,,,HV Brands Pages
https://www.chewy.com/arava-dead-sea-pet-spa-flea-ticks/product-reviews/215190,Other,False,1,1,1,0,24.0,0,0,0,1,1,43.8,1,0,1,,60.0,arava dead sea pet spa,,,,,HV Brands Pages
https://www.chewy.com/arcadia-reptile-pro-t5-desert-kit-12/dp/4499150,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,arcadia uvb,full,full,full,partial,HVSP Pages - OP FY26
https://www.chewy.com/archstone-pets-round-glove-cat-dog/product-reviews/756950,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,archstone pets,,,,,HV Brands Pages
https://www.chewy.com/archstone-pets-snuffle-interactive/product-reviews/343245,Other,False,1,1,1,0,6.0,0,1,1,1,1,88.8,0,0,0,,0.0,archstone pets,,,,,HV Brands Pages
https://www.chewy.com/ark-naturals-brushless-toothpaste/dp/108527,PDP,True,2,2,2,0,17.5,0,0,2,2,2,62.5,2,2,0,2.0,59.8,ark naturals dog dental care,full,full,full,weak,HVF Pages
https://www.chewy.com/ark-naturals-brushless-toothpaste/dp/45756,PDP,True,1,1,1,0,22.0,0,0,0,1,1,43.8,1,0,1,1.0,47.2,best brushless toothpaste for dogs,partial,partial,full,partial,Best of OPPORTUNITY
https://www.chewy.com/ark-naturals-brushless-toothpaste/product-reviews/109488,Other,False,2,2,0,2,,0,0,0,0,0,0,2,0,0,,55.0,ark naturals brushless toothpaste reviews,,,,,Brand Reviews OP27
https://www.chewy.com/ark-naturals-brushless-toothpaste/product-reviews/109489,Other,False,2,2,2,0,11.5,0,1,2,2,2,75.6,1,1,0,,37.5,ark naturals brushless toothpaste reviews,,,,,Brand Reviews OP27
https://www.chewy.com/ark-naturals-brushless-toothpaste/product-reviews/303904,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,ark naturals brushless toothpaste review,,,,,Brand Reviews OP27
https://www.chewy.com/ark-naturals-brushless-toothpaste/product-reviews/305874,Other,False,2,2,2,0,30.5,0,0,0,2,2,43.8,2,0,2,,60.0,ark naturals brushless toothpaste reviews,,,,,Brand Reviews OP27
https://www.chewy.com/ark-naturals-brushless-toothpaste/product-reviews/305875,Other,False,3,3,3,0,11.67,2,2,2,3,3,81.2,1,0,1,,20.0,ark naturals brushless toothpaste reviews,,,,,Brand Reviews OP27; Brands Pages; HVSP Pages - OP FY26
https://www.chewy.com/ark-naturals-brushless-toothpaste/product-reviews/305876,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,ark naturals brushless toothpaste review,,,,,Brand Reviews OP27
https://www.chewy.com/ark-naturals-brushless-toothpaste/product-reviews/45737,Other,False,2,2,2,0,23.5,0,0,0,2,2,43.8,2,0,2,,60.0,ark naturals brushless toothpaste reviews,,,,,Brand Reviews OP27
https://www.chewy.com/ark-naturals-joint-rescue-beef/dp/35612,PDP,True,1,1,1,0,8.0,0,1,1,1,1,88.8,0,0,0,1.0,2.2,ark naturals joint rescue,full,full,full,full,Brands Pages
https://www.chewy.com/ark-naturals-joint-rescue-beef/product-reviews/35609,Other,False,1,1,1,0,28.0,0,0,0,1,1,43.8,1,0,1,,60.0,ark naturals joint rescue,,,,,Brands Pages
https://www.chewy.com/ark-naturals-joint-rescue-chicken/product-reviews/35610,Other,False,1,1,1,0,18.0,0,0,1,1,1,62.5,1,1,0,,75.0,ark naturals joint rescue,,,,,Brands Pages
https://www.chewy.com/ark-naturals-protection-brushless/product-reviews/754182,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,ark naturals brushless toothpaste review,,,,,Brand Reviews OP27
https://www.chewy.com/ark-naturals-protection-brushless/product-reviews/754198,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,ark naturals brushless toothpaste review,,,,,Brand Reviews OP27
https://www.chewy.com/ark-naturals-protection-softshield/dp/641638,PDP,True,1,1,1,0,9.0,0,1,1,1,1,88.8,0,0,0,1.0,2.2,ark naturals protection+,full,full,full,full,Brands Pages
https://www.chewy.com/ark-naturals-soft-brushless/dp/812622,PDP,True,2,1,0,2,,0,0,0,0,0,0,2,0,0,3.0,45.7,ark naturals dog treats,full,full,full,partial,HVF Pages
https://www.chewy.com/ark-naturals-soft-brushless/product-reviews/812630,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,ark naturals brushless toothpaste review,,,,,Brand Reviews OP27
https://www.chewy.com/ark-naturals-soft-no-brush-toothpaste/dp/1671230,PDP,True,1,1,1,0,2.0,1,1,1,1,1,100,0,0,0,1.0,2.2,no brush dog toothpaste,full,full,full,partial,HVSP Pages
https://www.chewy.com/ark-naturals-soft-shield-protection/dp/641646,PDP,True,2,2,0,2,,0,0,0,0,0,0,2,0,0,1.0,43.5,ark naturals protection+,full,full,full,full,Brands Pages; HVF Pages
https://www.chewy.com/arm-hammer-disposable-waste-bag/dp/55606,PDP,True,1,1,1,0,4.0,0,1,1,1,1,88.8,0,0,0,1.0,2.2,arm hammer dog poop bags,fail,fail,weak,weak,HVF Pages
https://www.chewy.com/arm-hammer-litter-cat-litter/dp/51959,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,2.0,44.8,best deodorizer for cat litter,full,full,full,partial,Best of OPPORTUNITY
https://www.chewy.com/arm-hammer-litter-clump-seal-absorbx/product-reviews/259151,Other,False,2,2,2,0,16.0,0,0,2,2,2,62.5,2,2,0,,75.0,arm and hammer absorbx litter for cats,,,,,Brands Pages
https://www.chewy.com/arm-hammer-litter-clump-seal-multi/dp/105866,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,3.0,45.7,arm and hammer clump and seal litter for cats,full,full,full,full,Brands Pages; HVSP Pages - OP FY26
https://www.chewy.com/arm-hammer-litter-multi-cat-strength/dp/31854,PDP,True,1,1,1,0,14.0,0,0,1,1,1,62.5,1,1,0,1.0,58.5,arm & hammer multi-cat strength litter for cats,full,full,full,full,Brands Pages
https://www.chewy.com/arm-hammer-litter-multi-cat-unscented/product-reviews/51974,Other,False,6,6,6,0,10.67,0,3,6,6,6,75.6,3,3,0,,37.5,arm and hammer litter reviews,,,,,N/A; Brand Reviews OP27
https://www.chewy.com/arm-hammer-litter-platinum-hardball/product-reviews/579862,Other,False,5,5,5,0,25.2,0,0,1,5,5,47.5,5,1,4,,63.0,arm and hammer hardball reviews,,,,,N/A; Brand Reviews OP27
https://www.chewy.com/arm-hammer-litter-slide-multi-cat/dp/140856,PDP,True,2,2,2,0,17.0,0,0,2,2,2,62.5,2,2,0,3.0,60.7,arm & hammer slide litter for cats,full,full,full,full,Brands Pages
https://www.chewy.com/arm-hammer-litter-super-scoop/dp/51945,PDP,True,4,4,4,0,7.5,0,3,4,4,4,82.2,1,1,0,4.0,19.3,arm and hammer litter for cats,partial,partial,full,partial,Brands Pages
https://www.chewy.com/arm-hammer-plant-power-unscented/product-reviews/3290782,Other,False,4,4,0,4,,0,0,0,0,0,0,4,0,0,,55.0,arm and hammer litter reviews,,,,,N/A; Brand Reviews OP27
https://www.chewy.com/arm-hammer-products-complete-care/dp/396214,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,tuna flavored cat dental care,full,full,full,weak,HVF Pages
https://www.chewy.com/arm-hammer-products-complete-care/product-reviews/396213,Other,False,1,1,1,0,26.0,0,0,0,1,1,43.8,1,0,1,,60.0,tuna flavored cat dental care,,,,,HVF Pages
https://www.chewy.com/arm-hammer-products-fresh-breath-tuna/product-reviews/145293,Other,False,1,1,1,0,5.0,0,1,1,1,1,88.8,0,0,0,,0.0,tuna flavored cat dental care,,,,,HVF Pages
https://www.chewy.com/armarkat-41-in-real-wood-tower-cat/dp/4213390,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,armarkat cat trees condos,partial,partial,full,partial,HVF Pages
https://www.chewy.com/armarkat-70-in-wooden-ultra-thick/product-reviews/1677814,Other,False,1,1,1,0,25.0,0,0,0,1,1,43.8,1,0,1,,60.0,armarkat,,,,,Brands Pages
https://www.chewy.com/armarkat-89-in-premium-scots-pine-cat/dp/245577,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,2.0,44.8,armarkat cat trees condos,partial,partial,partial,partial,HVF Pages
https://www.chewy.com/armarkat-real-wood-giant-cat-tower/dp/515582,PDP,True,4,4,4,0,19.0,0,0,2,4,4,53.1,4,2,2,1.0,52.9,chewy cat tower,full,full,full,full,1 - Chewy Branded KWs
https://www.chewy.com/arnalls-naturals-total-canine-all-in/product-reviews/283238,Other,False,1,1,1,0,5.0,0,1,1,1,1,88.8,0,0,0,,0.0,arnall's naturals,,,,,HV Brands Pages
https://www.chewy.com/artemis-fresh-mix-adult-formula-dry/product-reviews/39567,Other,False,2,2,2,0,18.5,0,0,2,2,2,62.5,2,2,0,,75.0,artemis dog food,,,,,HVF Pages
https://www.chewy.com/artemis-fresh-mix-chicken-formula/product-reviews/39564,Other,False,1,1,1,0,7.0,0,1,1,1,1,88.8,0,0,0,,0.0,artemis canned cat food,,,,,HVF Pages
https://www.chewy.com/artemis-fresh-mix-maximal-formula/product-reviews/39570,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,artemis dry dog food,,,,,HVF Pages
https://www.chewy.com/artemis-fresh-mix-turkey-formula/product-reviews/39566,Other,False,1,1,1,0,17.0,0,0,1,1,1,62.5,1,1,0,,75.0,artemis canned cat food,,,,,HVF Pages
https://www.chewy.com/artemis-lamb-rice-formula-dog-food/product-reviews/44664,Other,False,1,1,1,0,27.0,0,0,0,1,1,43.8,1,0,1,,60.0,artemis canned dog food,,,,,HVF Pages
https://www.chewy.com/artemis-osopure-grain-free-tuna/product-reviews/160779,Other,False,1,1,1,0,17.0,0,0,1,1,1,62.5,1,1,0,,75.0,artemis cat food,,,,,HVF Pages
https://www.chewy.com/artisan-inspired-smoked-beef-brisket/product-reviews/1294526,Other,False,1,1,1,0,28.0,0,0,0,1,1,43.8,1,0,1,,60.0,artisan inspired,,,,,HV Brands Pages
https://www.chewy.com/as-seen-on-tv-wobble-wag-giggle-ball/dp/131879,PDP,True,1,1,1,0,12.0,0,0,1,1,1,62.5,1,1,0,4.0,61.5,as seen on tv dog ball toys,partial,partial,weak,partial,HVF Pages
https://www.chewy.com/asf-freshwater-aquarium-cichlid-salt/dp/4013126,PDP,True,1,1,1,0,29.0,0,0,0,1,1,43.8,1,0,1,1.0,47.2,cichlid aquarium salt,full,full,full,full,HVF Pages
https://www.chewy.com/aspca-dog-booster-car-seat/product-reviews/218473,Other,False,1,1,1,0,8.0,0,1,1,1,1,88.8,0,0,0,,0.0,chewy dog car seat,,,,,1 - Chewy Branded KWs
https://www.chewy.com/aspen-pet-cool-flow-pet-fountain/product-reviews/190971,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,petflow reviews,,,,,Brand Reviews OP27
https://www.chewy.com/aspen-pet-self-warming-bolster-cat/dp/111694,PDP,False,2,2,0,2,,0,0,0,0,0,0,2,0,0,,55.0,aspen pet dog beds,,,,,HVF Pages
https://www.chewy.com/aspen-pet-skid-stop-slow-feeder-dog/dp/191003,PDP,True,1,1,1,0,4.0,0,1,1,1,1,88.8,0,0,0,1.0,2.2,aspen pet dog bowls feeders,partial,partial,full,full,HVF Pages
https://www.chewy.com/assisi-animal-health-20-manual-dog/product-reviews/325431,Other,False,2,1,0,2,,0,0,0,0,0,0,2,0,0,,55.0,assisi animal health,,,,,HV Brands Pages
https://www.chewy.com/atenolol-compounded-oral-oil-liquid/dp/300949,PDP,True,1,1,1,0,1.0,1,1,1,1,1,100,0,0,0,3.0,4.5,atenolol compounded,full,full,full,full,HV Brands Pages
https://www.chewy.com/atenolol-compounded-tablet-dogs-cats/dp/1359278,PDP,True,1,1,1,0,6.0,0,1,1,1,1,88.8,0,0,0,4.0,5.2,atenolol compounded,full,full,full,full,HV Brands Pages
https://www.chewy.com/atenolol-generic-tablets/product-reviews/173387,Other,False,1,1,0,1,,0,0,0,0,0,0,1,0,0,,55.0,atenolol reviews,,,,,Brand Reviews OP27
https://www.chewy.com/audubon-park-high-energy-blend-wild/dp/954414,PDP,True,1,1,0,1,,0,0,0,0,0,0,1,0,0,1.0,43.5,high energy bird food,full,full,full,partial,HVF Pages
https://www.chewy.com/audubon-park-high-energy-suet-cakes/dp/1351886,PDP,True,3,3,0,3,,0,0,0,0,0,0,3,0,0,1.0,43.5,best quality suet cakes for birds,partial,partial,partial,partial,Best of OPPORTUNITY
https://www.chewy.com/audubon-park-mealworms-seed-wild-bird/dp/1351982,PDP,True,1,1,1,0,21.0,0,0,0,1,1,43.8,1,0,1,1.0,47.2,bird seed with mealworms,partial,partial,partial,full,HVSP Pages
https://www.chewy.com/audubon-park-northeast-blend-wild/dp/954382,PDP,True,2,2,0,2,,0,0,0,0,0,0,2,0,0,1.0,43.5,audubon park wild bird seed,full,full,full,partial,HVF Pages; Best of OPPORTUNITY
https://www.chewy.com/audubon-park-nut-fruit-berry-wild/dp/1457574,PDP,True,2,2,2,0,15.5,0,0,2,2,2,62.5,2,2,0,1.0,58.5,audubon park wild bird food,full,full,full,partial,HVF Pages
https://www.chewy.com/audubon-park-wild-bird-food/dp/954302,PDP,True,1,1,1,0,29.0,0,0,0,1,1,43.8,1,0,1,1.0,47.2,chewy bird food,full,full,full,full,N/A
