page_type,category,issue,normalized_url,matched_botify,recommendation,evidence_value,title,title_length,meta_description,meta_description_length,main_keyword,h1,h1_count,url_slug,canonical_points_to_self,in_sitemaps,noindex,nofollow,breadcrumb_exists,product_exists,offer_exists,faq_exists,unique_inlinks,unique_outlinks,depth,lcp_status,lcp_value,cls_status,cls_value,inp_status,inp_value,ranking_keyword_rows,distinct_keywords,avg_current_rank,top10_keywords,quick_win_11_20_keywords,striking_distance_21_50_keywords,lost_or_unranked_keywords,botify_audience_keywords_to_90pct
HVF,Meta,Duplicate page title,https://www.chewy.com/f/cesar-dog-food_c332_f1v529223,True,Make titles unique at the page/template level.,CESAR DOG FOOD (Free Shipping) | Chewy,CESAR DOG FOOD (Free Shipping) | Chewy,38,"Shop Chewy for the best deals on Cesar Dog Food and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Cesar Dog Food for your pet.",209,,Cesar Dog Food,1,cesar-dog-food,True,True,False,False,True,False,False,False,25,383,3,,,,,,,,,,,,,,2.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/small-pet-bowls_c1527_f164v203021,True,Make titles unique at the page/template level.,SMALL PET BOWLS (Free Shipping) | Chewy,SMALL PET BOWLS (Free Shipping) | Chewy,39,"Shop Chewy for the best deals on Small Pet Bowls and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Small Pet Bowls for your pet.",211,,Small Pet Bowls,1,small-pet-bowls,True,True,False,False,True,False,False,False,93,333,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/unscented-dog-poop-bags_c1443_f73v248843,True,Make titles unique at the page/template level.,UNSCENTED DOG POOP BAGS (Free Shipping) | Chewy,UNSCENTED DOG POOP BAGS (Free Shipping) | Chewy,47,"Shop Chewy for the best deals on Unscented Dog Poop Bags and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Unscented Dog Poop Bags for your pet.",227,,Unscented Dog Poop Bags,1,unscented-dog-poop-bags,True,True,False,False,True,False,False,False,23,355,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/new-york-giants-dog-jerseys-team_c1905_f47v85587,True,Make titles unique at the page/template level.,NEW YORK GIANTS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,NEW YORK GIANTS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,70,"""Shop Chewy for the best deals on New York Giants Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right New York Giants Dog Jerseys & Team Accessories for your pet.""",275,new york giants dog jerseys team,New York Giants Dog Jerseys & Team Accessories,1,new-york-giants-dog-jerseys-team,True,True,False,False,True,False,False,False,83,397,3,,,,,,,1,1,26.0,0,0,1,0,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/new-york-rangers-dog-jerseys-team_c1905_f47v459736,True,Make titles unique at the page/template level.,NEW YORK RANGERS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,NEW YORK RANGERS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,71,"""Shop Chewy for the best deals on New York Rangers Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right New York Rangers Dog Jerseys & Team Accessories for your pet.""",277,new york rangers dog jerseys team,New York Rangers Dog Jerseys & Team Accessories,1,new-york-rangers-dog-jerseys-team,True,True,False,False,True,False,False,False,83,391,3,,,,,,,1,1,9.0,1,0,0,0,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/minnesota-wild-dog-jerseys-team_c1905_f47v459741,True,Make titles unique at the page/template level.,MINNESOTA WILD DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,MINNESOTA WILD DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,69,"""Shop Chewy for the best deals on Minnesota Wild Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Minnesota Wild Dog Jerseys & Team Accessories for your pet.""",273,minnesota wild dog jerseys team,Minnesota Wild Dog Jerseys & Team Accessories,1,minnesota-wild-dog-jerseys-team,True,True,False,False,True,False,False,False,76,389,3,,,,,,,1,1,,0,0,0,1,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/buffalo-sabres-dog-jerseys-team_c1905_f47v459739,True,Make titles unique at the page/template level.,BUFFALO SABRES DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,BUFFALO SABRES DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,69,"""Shop Chewy for the best deals on Buffalo Sabres Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Buffalo Sabres Dog Jerseys & Team Accessories for your pet.""",273,,Buffalo Sabres Dog Jerseys & Team Accessories,1,buffalo-sabres-dog-jerseys-team,,False,False,False,True,False,False,False,76,388,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/columbus-blue-jackets-dog-jerseys_c1905_f47v459730,True,Make titles unique at the page/template level.,COLUMBUS BLUE JACKETS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,COLUMBUS BLUE JACKETS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,76,"Shop Chewy for the best deals on Columbus Blue Jackets Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Columbus Blue Jackets Dog Jerseys & Team Accessories for your pet.",285,,Columbus Blue Jackets Dog Jerseys & Team Accessories,1,columbus-blue-jackets-dog-jerseys,,False,False,False,True,False,False,False,76,388,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/detroit-red-wings-dog-jerseys-team_c1905_f47v459731,True,Make titles unique at the page/template level.,DETROIT RED WINGS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,DETROIT RED WINGS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,72,"""Shop Chewy for the best deals on Detroit Red Wings Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Detroit Red Wings Dog Jerseys & Team Accessories for your pet.""",279,,Detroit Red Wings Dog Jerseys & Team Accessories,1,detroit-red-wings-dog-jerseys-team,,False,False,False,True,False,False,False,76,388,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/los-angeles-kings-dog-jerseys-team_c1905_f47v459733,True,Make titles unique at the page/template level.,LOS ANGELES KINGS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,LOS ANGELES KINGS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,72,"""Shop Chewy for the best deals on Los Angeles Kings Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Los Angeles Kings Dog Jerseys & Team Accessories for your pet.""",279,,Los Angeles Kings Dog Jerseys & Team Accessories,1,los-angeles-kings-dog-jerseys-team,,False,False,False,True,False,False,False,76,388,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/new-york-rangers-dog-jerseys-team_c1905_f47v906384,True,Make titles unique at the page/template level.,NEW YORK RANGERS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,NEW YORK RANGERS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,71,"Shop Chewy for the best deals on New York Rangers Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right New York Rangers Dog Jerseys & Team Accessories for your pet.",275,,New York Rangers Dog Jerseys & Team Accessories,1,new-york-rangers-dog-jerseys-team,,False,False,False,True,False,False,False,79,389,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/buffalo-sabres-dog-jerseys-team_c1905_f47v906386,True,Make titles unique at the page/template level.,BUFFALO SABRES DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,BUFFALO SABRES DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,69,"Shop Chewy for the best deals on Buffalo Sabres Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Buffalo Sabres Dog Jerseys & Team Accessories for your pet.",271,,Buffalo Sabres Dog Jerseys & Team Accessories,1,buffalo-sabres-dog-jerseys-team,,False,False,False,True,False,False,False,79,388,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/detroit-red-wings-dog-jerseys-team_c1905_f47v906385,True,Make titles unique at the page/template level.,DETROIT RED WINGS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,DETROIT RED WINGS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,72,"Shop Chewy for the best deals on Detroit Red Wings Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Detroit Red Wings Dog Jerseys & Team Accessories for your pet.",277,,Detroit Red Wings Dog Jerseys & Team Accessories,1,detroit-red-wings-dog-jerseys-team,,False,False,False,True,False,False,False,79,389,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/new-york-giants-dog-jerseys-team_c1905_f47v906442,True,Make titles unique at the page/template level.,NEW YORK GIANTS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,NEW YORK GIANTS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,70,"Shop Chewy for the best deals on New York Giants Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right New York Giants Dog Jerseys & Team Accessories for your pet.",273,new york giants pet gear,New York Giants Dog Jerseys & Team Accessories,1,new-york-giants-dog-jerseys-team,True,True,False,False,True,False,False,False,79,390,3,,,,,,,1,1,,0,0,0,1,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/minnesota-wild-dog-jerseys-team_c1905_f47v906390,True,Make titles unique at the page/template level.,MINNESOTA WILD DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,MINNESOTA WILD DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,69,"Shop Chewy for the best deals on Minnesota Wild Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Minnesota Wild Dog Jerseys & Team Accessories for your pet.",271,,Minnesota Wild Dog Jerseys & Team Accessories,1,minnesota-wild-dog-jerseys-team,,False,False,False,True,False,False,False,79,388,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/columbus-blue-jackets-dog-jerseys_c1905_f47v906362,True,Make titles unique at the page/template level.,COLUMBUS BLUE JACKETS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,COLUMBUS BLUE JACKETS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,76,"""Shop Chewy for the best deals on Columbus Blue Jackets Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Columbus Blue Jackets Dog Jerseys & Team Accessories for your pet.""",287,,Columbus Blue Jackets Dog Jerseys & Team Accessories,1,columbus-blue-jackets-dog-jerseys,,False,False,False,True,False,False,False,79,388,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/los-angeles-kings-dog-jerseys-team_c1905_f47v906377,True,Make titles unique at the page/template level.,LOS ANGELES KINGS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,LOS ANGELES KINGS DOG JERSEYS & TEAM ACCESSORIES (Free Shipping) | Chewy,72,"Shop Chewy for the best deals on Los Angeles Kings Dog Jerseys & Team Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Los Angeles Kings Dog Jerseys & Team Accessories for your pet.",277,,Los Angeles Kings Dog Jerseys & Team Accessories,1,los-angeles-kings-dog-jerseys-team,,False,False,False,True,False,False,False,79,388,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/hicc-pet_f1v356593,True,Make titles unique at the page/template level.,HICC PET - Free shipping | Chewy,HICC PET - Free shipping | Chewy,32,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,HICC PET,1,hicc-pet,True,False,False,False,False,False,False,False,11,330,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/veterinary-formula-smart-vitality_f1v18742,True,Make titles unique at the page/template level.,Veterinary Formula Smart Vitality - Free shipping | Chewy,Veterinary Formula Smart Vitality - Free shipping | Chewy,57,"Shop Chewy for low prices and the best products! We carry a large selection and the top brands like Frisco, Littlearth, and more. Find everything you need in one place. FREE shipping on orders $49+ and the BEST customer service!",228,,Veterinary Formula Smart Vitality,1,veterinary-formula-smart-vitality,True,True,False,False,False,False,False,False,12,310,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/budgie-toys_c970_f55v381720,True,Make titles unique at the page/template level.,BUDGIE TOYS (Free Shipping) | Chewy,BUDGIE TOYS (Free Shipping) | Chewy,35,"Shop Chewy for the best deals on Budgie Toys and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Budgie Toys for your pet.",203,budgie toys,Budgie Toys,1,budgie-toys,False,False,False,False,True,False,False,False,1,363,3,,,,,,,2,2,10.5,1,1,0,0,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/weight-control-dog-food_c332_f3v9080,True,Make titles unique at the page/template level.,WEIGHT MANAGEMENT DOG FOOD - WEIGHT LOSS DOG FOOD | CHEWY,WEIGHT MANAGEMENT DOG FOOD - WEIGHT LOSS DOG FOOD | CHEWY,57,"Shop Chewy for the best deals on Weight Control Dog Food and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Weight Control Dog Food for your pet.",227,weight control dog food,Weight Management Dog Food,1,weight-control-dog-food,False,False,False,False,True,False,False,True,1,420,3,,,,,,,14,14,10.33,4,1,1,8,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/stainless-steel-dog-feeders-waterers_c340_f7v17020,True,Make titles unique at the page/template level.,STAINLESS STEEL DOG FEEDERS & WATERERS (Free Shipping) | Chewy,STAINLESS STEEL DOG FEEDERS & WATERERS (Free Shipping) | Chewy,62,"Shop Chewy for the best deals on Stainless Steel Dog Feeders & Waterers and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Stainless Steel Dog Feeders & Waterers for your pet.",257,stainless steel dog feeders,Stainless Steel Dog Feeders & Waterers,1,stainless-steel-dog-feeders-waterers,True,True,False,False,True,False,False,False,22,359,3,,,,,,,1,1,19.0,0,1,0,0,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/timothy-horse-hay_c9007_f124v540782,True,Make titles unique at the page/template level.,TIMOTHY HORSE HAY (Free Shipping) | Chewy,TIMOTHY HORSE HAY (Free Shipping) | Chewy,41,"Shop Chewy for the best deals on Timothy Horse Hay and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Timothy Horse Hay for your pet.",215,,Timothy Horse Hay,1,timothy-horse-hay,True,True,False,False,True,False,False,False,5,331,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/iams-cat-food_c387_f1v144496,True,Make titles unique at the page/template level.,IAMS CAT FOOD (Free Shipping) | Chewy,IAMS CAT FOOD (Free Shipping) | Chewy,37,"Shop Chewy for the best deals on Iams Cat Food and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Iams Cat Food for your pet.",207,chewy iams cat food,Iams Cat Food,1,iams-cat-food,True,True,False,False,True,False,False,False,2,383,3,,,,,,,1,1,1.0,1,0,0,0,3.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/mesh-dog-carriers_c366_f7v265760,True,Make titles unique at the page/template level.,MESH DOG CARRIERS (Free Shipping) | Chewy,MESH DOG CARRIERS (Free Shipping) | Chewy,41,"Shop Chewy for the best deals on Mesh Dog Carriers and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Mesh Dog Carriers for your pet.",215,,Mesh Dog Carriers,1,mesh-dog-carriers,True,True,False,False,True,False,False,False,47,372,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/rabbit-food-pellets_c979_f2v64311,True,Make titles unique at the page/template level.,RABBIT FOOD PELLETS (Free Shipping) | Chewy,RABBIT FOOD PELLETS (Free Shipping) | Chewy,43,"Shop Chewy for the best deals on Rabbit Food Pellets and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Rabbit Food Pellets for your pet.",219,,Rabbit Food Pellets,1,rabbit-food-pellets,False,False,False,False,True,False,False,True,1,354,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/small-pet-bowls_c1527_f164v203021,True,Make titles unique at the page/template level.,SMALL PET BOWLS (Free Shipping) | Chewy,SMALL PET BOWLS (Free Shipping) | Chewy,39,"Shop Chewy for the best deals on Small Pet Bowls and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Small Pet Bowls for your pet.",211,,Small Pet Bowls,1,small-pet-bowls,False,False,False,False,True,False,False,False,1,333,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/american-journey-dog-food_c332_f1v121134,True,Make titles unique at the page/template level.,AMERICAN JOURNEY DOG FOOD (Free Shipping) | Chewy,AMERICAN JOURNEY DOG FOOD (Free Shipping) | Chewy,49,"Shop Chewy for the best deals on American Journey Dog Food and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right American Journey Dog Food for your pet.",231,,American Journey Dog Food,1,american-journey-dog-food,,True,False,False,True,False,False,False,103,326,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/iams-dog-food_c332_f1v144496,True,Make titles unique at the page/template level.,IAMS DOG FOOD (Free Shipping) | Chewy,IAMS DOG FOOD (Free Shipping) | Chewy,37,"Shop Chewy for the best deals on Iams Dog Food and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Iams Dog Food for your pet.",207,iams dog food,Iams Dog Food,1,iams-dog-food,True,True,False,False,True,False,False,False,0,381,3,good,1800.0,good,0.02,,,6,5,12.75,1,3,0,2,10.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/earthborn-holistic-dog-food_c332_f1v401631,True,Make titles unique at the page/template level.,EARTHBORN HOLISTIC DOG FOOD (Free Shipping) | Chewy,EARTHBORN HOLISTIC DOG FOOD (Free Shipping) | Chewy,51,"Shop Chewy for the best deals on Earthborn Holistic Dog Food and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Earthborn Holistic Dog Food for your pet.",235,,Earthborn Holistic Dog Food,1,earthborn-holistic-dog-food,True,True,False,False,True,False,False,False,2,354,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/brown-dog-doors-accessories_c370_f51v257510,True,Make titles unique at the page/template level.,BROWN DOG DOORS (Free Shipping) | Chewy,BROWN DOG DOORS (Free Shipping) | Chewy,39,"Shop Chewy for the best deals on Brown Dog Doors and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Brown Dog Doors for your pet.",211,brown dog doors,Brown Dog Doors,1,brown-dog-doors-accessories,True,True,False,False,True,False,False,False,11,327,3,,,,,,,3,2,3.5,2,0,0,1,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/endura-flap-dog-doors_c370_f1v364461,True,Make titles unique at the page/template level.,ENDURA FLAP DOG DOORS (Free Shipping) | Chewy,ENDURA FLAP DOG DOORS (Free Shipping) | Chewy,45,"Shop Chewy for the best deals on Endura Flap Dog Doors and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Endura Flap Dog Doors for your pet.",223,endura flap dog doors,Endura Flap Dog Doors,1,endura-flap-dog-doors,True,True,False,False,True,False,False,False,12,322,3,,,,,,,1,1,24.0,0,0,1,0,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/glass-dog-doors-accessories_c370_f7v72628,True,Make titles unique at the page/template level.,GLASS DOG DOORS (Free Shipping) | Chewy,GLASS DOG DOORS (Free Shipping) | Chewy,39,"Shop Chewy for the best deals on Glass Dog Doors and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Glass Dog Doors for your pet.",211,,Glass Dog Doors,1,glass-dog-doors-accessories,True,True,False,False,True,False,False,False,13,333,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/funny-cat-halloween-costumes_c11499_f152v677648,True,Make titles unique at the page/template level.,FUNNY CAT HALLOWEEN COSTUMES (Free Shipping) | Chewy,FUNNY CAT HALLOWEEN COSTUMES (Free Shipping) | Chewy,52,"Shop Chewy for the best deals on Funny Cat Halloween Costumes and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Funny Cat Halloween Costumes for your pet.",237,,Funny Cat Halloween Costumes,1,funny-cat-halloween-costumes,True,True,False,False,True,False,False,False,15,332,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/rabbit-food-pellets_c979_f2v64311,True,Make titles unique at the page/template level.,RABBIT FOOD PELLETS (Free Shipping) | Chewy,RABBIT FOOD PELLETS (Free Shipping) | Chewy,43,"Shop Chewy for the best deals on Rabbit Food Pellets and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Rabbit Food Pellets for your pet.",219,,Rabbit Food Pellets,1,rabbit-food-pellets,True,True,False,False,True,False,False,True,17,354,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/green-dog-kennels_c2730_f51v257514,True,Make titles unique at the page/template level.,GREEN DOG KENNELS (Free Shipping) | Chewy,GREEN DOG KENNELS (Free Shipping) | Chewy,41,"Shop Chewy for the best deals on Green Dog Kennels and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Green Dog Kennels for your pet.",215,,Green Dog Kennels,1,green-dog-kennels,True,True,False,False,True,False,False,False,7,324,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/white-dog-kennels_c2730_f51v257524,True,Make titles unique at the page/template level.,WHITE DOG KENNELS (Free Shipping) | Chewy,WHITE DOG KENNELS (Free Shipping) | Chewy,41,"Shop Chewy for the best deals on White Dog Kennels and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right White Dog Kennels for your pet.",215,white dog kennels,White Dog Kennels,1,white-dog-kennels,True,True,False,False,True,False,False,False,7,322,3,,,,,,,1,1,26.0,0,0,1,0,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/ear-mite-treatment-cat-ear-care_c437_f50v373230,True,Make titles unique at the page/template level.,EAR MITE TREATMENT CAT EAR CARE (Free Shipping) | Chewy,EAR MITE TREATMENT CAT EAR CARE (Free Shipping) | Chewy,55,"Shop Chewy for the best deals on Ear Mite Treatment Cat Ear Care and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Ear Mite Treatment Cat Ear Care for your pet.",243,,Ear Mite Treatment Cat Ear Care,1,ear-mite-treatment-cat-ear-care,,False,False,False,True,False,False,False,10,315,3,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/ear-mite-treatment-cat-ear-care_c421_f50v373230,True,Make titles unique at the page/template level.,EAR MITE TREATMENT CAT EAR CARE (Free Shipping) | Chewy,EAR MITE TREATMENT CAT EAR CARE (Free Shipping) | Chewy,55,"Shop Chewy for the best deals on Ear Mite Treatment Cat Ear Care and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Ear Mite Treatment Cat Ear Care for your pet.",243,cat ear mite treatments,Ear Mite Treatment Cat Ear Care,1,ear-mite-treatment-cat-ear-care,True,True,False,False,True,False,False,False,4,323,3,,,,,,,2,2,14.5,0,2,0,0,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/mesh-cat-carriers_c427_f7v265760,True,Make titles unique at the page/template level.,MESH CAT CARRIERS (Free Shipping) | Chewy,MESH CAT CARRIERS (Free Shipping) | Chewy,41,"Shop Chewy for the best deals on Mesh Cat Carriers and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Mesh Cat Carriers for your pet.",215,,Mesh Cat Carriers,1,mesh-cat-carriers,True,True,False,False,True,False,False,False,25,359,3,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/green-dog-kennels_c9953_f51v257514,True,Make titles unique at the page/template level.,GREEN DOG KENNELS (Free Shipping) | Chewy,GREEN DOG KENNELS (Free Shipping) | Chewy,41,"Shop Chewy for the best deals on Green Dog Kennels and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Green Dog Kennels for your pet.",215,green dog kennels,Green Dog Kennels,1,green-dog-kennels,True,True,False,False,True,False,False,False,9,326,3,,,,,,,1,1,12.0,0,1,0,0,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/white-dog-kennels_c9953_f51v257524,True,Make titles unique at the page/template level.,WHITE DOG KENNELS (Free Shipping) | Chewy,WHITE DOG KENNELS (Free Shipping) | Chewy,41,"Shop Chewy for the best deals on White Dog Kennels and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right White Dog Kennels for your pet.",215,white dog kennels,White Dog Kennels,1,white-dog-kennels,True,True,False,False,True,False,False,False,7,322,3,,,,,,,1,1,,0,0,0,1,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/freshwater-aquarium-accessories_c2248_f84v376307,True,Make titles unique at the page/template level.,FRESHWATER AQUARIUM ACCESSORIES (Free Shipping) | Chewy,FRESHWATER AQUARIUM ACCESSORIES (Free Shipping) | Chewy,55,"Shop Chewy for the best deals on Freshwater Aquarium Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Freshwater Aquarium Accessories for your pet.",243,,Freshwater Aquarium Accessories,1,freshwater-aquarium-accessories,True,True,False,False,True,False,False,False,2,320,4,,,,,,,,,,,,,,1.0
HVF,Meta,Duplicate page title,https://www.chewy.com/f/saltwater-aquarium-accessories_c2248_f84v376306,True,Make titles unique at the page/template level.,SALTWATER AQUARIUM ACCESSORIES (Free Shipping) | Chewy,SALTWATER AQUARIUM ACCESSORIES (Free Shipping) | Chewy,54,"Shop Chewy for the best deals on Saltwater Aquarium Accessories and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Saltwater Aquarium Accessories for your pet.",241,,Saltwater Aquarium Accessories,1,saltwater-aquarium-accessories,True,True,False,False,True,False,False,False,2,319,4,,,,,,,,,,,,,,
HVF,Meta,Duplicate page title,https://www.chewy.com/f/personalized-martingale-dog-collars_c3233_f59v84899,True,Make titles unique at the page/template level.,PERSONALIZED MARTINGALE DOG COLLARS (Free Shipping) | Chewy,PERSONALIZED MARTINGALE DOG COLLARS (Free Shipping) | Chewy,59,"Shop Chewy for the best deals on Personalized Martingale Dog Collars and more with fast free shipping, low prices, and award-winning customer service. Read ratings and reviews so you can find the right Personalized Martingale Dog Collars for your pet.",251,,Personalized Martingale Dog Collars,1,personalized-martingale-dog-collars,True,True,False,False,True,False,False,False,21,332,4,,,,,,,,,,,,,,
